C’è un’emergenza sanitaria, c’è gente che sta male, gente che ha paura. Ed ecco gli stronzi che corrono a scrivere di “chiudere porti, aeroporti, stazioni”, quando l’unica cosa che dovrebbero chiudere è quella fogna che hanno sulla faccia! #coronavirusitalIa;irrilevant
che puzza di fogna il razzismo degli italiani camuffato da all’allarmismo.;irrilevant
Ieri ho visto un esempio di stampa italiana, poi date la colpa a noi lettori. Voi fate schifo Non siete niente Non esistete Ecc. Scansi vs. Marattin. Consiglio premio Pulitzer o Nobel per il giornalismo. @OttoemezzoTW Mi meraviglio della Dott.Gruber. Una fogna non un talk.;irrilevant
#Dicanio day...06/01/2005-06/01/2020...Auguri a tutti i laziali!! Romanista topo de fogna pic.twitter.com/npUgVVsZ8X;irrilevant
L'Arabo che ha ucciso vicino a Parigi aveva disturbi psichici. La Ue allora e' il manicomio del mondo oltre ad esserne la fogna.;irrilevant
Vivo in una citta' di 300 mila abitanti Moriammazzati se ci fosse una cartina per terra o un cassonetto pieno. Se ci fosse qualcuno che disturba i passanti giorno e notte. Se ci fosse anche un solo istante in cui ci si sente insicuri. Perché avete ridotto l'Italia una fogna?;irrilevant
Romanista topo di fogna, sei la vergogna de sta città #graziepapachemihaifattolaziale #JuveLazio #SupercoppaItalianapic.twitter.com/ygdHuCZjYt;irrilevant
Non chiamate sinistra quel puzzo che, da tempo, ci arriva, nauseabondo, da laggiù, in fondo, a destra, un centimetro sopra della fogna, ma ben collegato.;irrilevant
Ricostituire in Italia un ufficio idrografico nazionale, fermare il consumo di suolo, stop ai fiumi fogna. Oggi 3 italiani su 10 scaricano ancora in #fiumi e campagne. Il #Tevere parco nazionale fluviale. I fiumi sono una ricchezza proposte di @ErasmoDAngelis #liberiamoifiumipic.twitter.com/RBpyukZHpp – presso Commissione Europea - Rappresentanza In Italia;irrilevant
Perche sei ancora convinta che il mondo si divida in buoni di sinistra e fogna fascista. C è una terza categoria quelli che stanno a casa per non farsi prendere per i fondelli e, a occhio, mi sa che la sinistra ha dato il contributo maggiore a questo insieme. https://twitter.com/stanzaselvaggia/status/1189206018485559298 …;irrilevant
Trasportati dai facinorosi @paolobertolucci & #ElenaPero, gli italici avanzano nei territori asiatici...! Daje #fogna & #berrett @SkySport;irrilevant
Vedi chef dei miei coglioni, prima di aprire quella fogna e dire cazzate a ripetizione riempila di quelle schifezze che cucini e sopratutto abbi rispetto di coloro che ti proteggono il culo , VERGOGNATI!!! https://twitter.com/AdryWebber/status/1180510713762254850 …;irrilevant
“Non sei italiano, sei ebreo”. Quest’anno #Pontida è davvero una fogna a cielo aperto. Meno male che ci pensa @gadlernertweet a rispondere con un sorriso.https://twitter.com/fattoquotidiano/status/1173157043240349697 …;irrilevant
Sta faccia di ...a SUPERGA NON DEVE PIU SALIRE........deve guardarla dal basso del centro medicale dalla fogna da quella latrina... @juventusfc ....in periferia....sarri sei una pic.twitter.com/FfIwEA0IUh;irrilevant
Spiaggia,campo di beach volley, 8 adulti Sovranisti meridionali, giocano, i miei figli ed altri ragazzi aspettano, dopo 2 ore e mezza mi sono rotto i coglixni e con italico ardore ho espugnato il campo, viva l'Italia libera che i sorci tornino nella fogna dalla quale sono usciti;irrilevant
In che modo non saresti uno sciacallo se scrivi cose come questa? In che modo non saresti uno sciacallo quando - nonostante tu sia un uomo politico - twitti una fantasia totale facendo illazioni prima ancora di avere notizie certe? Accetta la tua natura di topo di fogna e taci. pic.twitter.com/R1HsUM6GED;irrilevant
Ratto di fogna in fuga. Con tutto il rispetto per i ratti. https://twitter.com/Iperbole_/status/1143258261862457344 …;irrilevant
Gli insulti e le frasi piene di odio e di fetido sarcasmo da parte dei topi di fogna nei confronti di #Camilleri che sta lottando per la vita, sono la prova che si è perso il senso di umanità, oltre a quello della decenza. #vergogna;irrilevant
E se vedete in rete post offensivi di sciacalli e di gente che non so neanche come apostrofare, bloccate e passate oltre. Non condividete per segnalare ad altri. Evitiamo di dare suggerimenti ad altri sciacalli. NON DIAMO UN PALCOSCENICO A CHI MERITA SOLO UNA FOGNA;irrilevant
carta igienica giornalisti cazzari abbiamo un problema di fondo siamo in una fogna la tv è una cloaca i conduttori dei manichini i giornali buoni per incantare il pesce complimenti @MarcelloFoa;irrilevant
Un'altra fogna a cielo aperto da denunciare. E stranamente è sempre della lega. Ma la magistratura non può intervenire? https://twitter.com/SerglocSergio/status/1229092313332408321 …;irrilevant
Primo rigore: tiro indirizzato nello specchio e fermato da braccio largo del difensore..secondo rigore: bentancurt lanciato in porta e fermato da braccio largo sul collo..uno più netto dell’altro e i topi di fogna hanno pure il coraggio di uscire dalle tane e parlare..;irrilevant
Sono tutti uguali. Bastano poche ore dentro la fogna di Trigoria per renderli tutti impresentabili in eterno. Feccia giallorossa.. https://twitter.com/MGuardasole/status/1219770142705537025 …;irrilevant
Dopo un secolo esatto da quando nacquero ci aspetta un decennio in cui va ricacciato nella fogna il peggio del '900, il fascismo e il comunismo. Curioso di vedere se gli italiani saranno all'altezza di questo compito. https://twitter.com/MarcoRizzoPC/status/1212372600074231809 …;irrilevant
Segnalate questa fogna pic.twitter.com/aorjNLC4mp;irrilevant
Non si tratta di arrabbiarsi perché vorreste impedire che il web rimanga la fogna che è diventato. Quello lo si fa con altri strumenti. Si tratta di arrabbiarsi perché si dovrebbero dare i dati personali a una società privata e perché comporterebbe chiusura à la nordcoreana.;irrilevant
Naturalmente non cambia nulla, repubblicani o democratici. Fanno schifo entrambi perché fa schifo il modello socioeconomico di quella fogna di paese.;irrilevant
Pezzi di merda!!! Dovete tornare nella fogna!!! https://twitter.com/nadiarizzo1210/status/1185818533130838017 …;irrilevant
Qualora @rubio_chef volessi denunciare questa ragazza e contribuire a debellare chi, come lei, trasforma la nostra rete in una fogna d’odio a cielo aperto. Con stima. pic.twitter.com/kcExeShhch;irrilevant
ieri pomeriggio scendo dalla macchina appena parcheggiata sotto casa e si sfila il telecomando della chiusura/apertura automatica e finisce diretto nella fogna. vi ho evitato il post contenente 15 bestemmie! ps grazie Roma che non pulisci le caditoie e ho recuperato il tutto!;irrilevant
Denunciare e condannare, questa gente deve finirla di sentirsi legittimata a fare uscire qualsiasi boiata dalla propria fogna. Daje Monica!;irrilevant
Questa quando chiuderà la fogna sarà sempre troppo tardi https://twitter.com/AlessiaMorani/status/1164127877694205953 …;irrilevant
Eccoli i sindaci #leghisti Non erano quelli per il decoro urbano sempre e comunque?? Qualcuno sa il nome di questo schizzo di fogna? #Taormina Si #sindaco lei e una merda Ora mi denunci Ma spero di non incrociarlamai per la mia strada passerebbe un brutto quarto d ora pic.twitter.com/NffCGx085z;irrilevant
Questa Mara Carfagna deve ritornare nella fogna da dove è venuta per parlare contro chi nella vita ha avuto la sfortuna di non aver fatto colpo grosso ed di non aver potuto vedere Arcore . https://twitter.com/MaildePerrone/status/1155481313102745600 …;irrilevant
Questo non è uno Chef è un affamato,ingordo, pozzo senza fondo,trebbiatrice, tritatutto, fogna umana,vergogna della tavola e vergogna x l'Italia, dovrebbe stare zitto,muto o meglio andare via dai coglioni;irrilevant
Sogno un mondo in cui la rete non sia la fogna dell’umanità impunita ma in cui ognuno sia riconoscibile e responsabile per il #letame che ha dentro e tira sulle persone, per frustrazione o interesse I #fake siete voi, ma l’odio è verissimo e per quello dovete pagare. #Camilleripic.twitter.com/8LhcCY1oAg;irrilevant
politici come lui in Italia ne abbiamo? Invece di dare la cittadinanza onoraria alla capitana diamola a lui che magari ci aiuta ad uscire da questa fogna;irrilevant
Fa la voce grossa da sbruffone il #buffone nazista ma se osservi meglio vedi che nessuno lo caga. Ma proprio nessuno. Soltanto quella massa di scimmiette ammaestrate che gli va dietro ripetendo alla nausea tutte le offese che escono da quella fogna che ha per bocca, del capitOne!;irrilevant
Marmellata o cioccolato? Perché scegliere? Nel dubbio, siccome sono una fogna, mangio tutto! pic.twitter.com/WLOw2bkHAU;irrilevant
Siamo tutti #Rom. Chi non condivide è di #CasaPound. Topi di fogna;irrilevant
Mi chiedo perché dobbiamo vivere nella paura, perché un paese come l' Italia deve essere ridotto a una fogna a cielo aperto, solo perché la UE complici la sinistra, ha voluto riempirci di queste persone malate di satanismo religioso !! PERCHÉ ?;irrilevant
Cavolo leggo Santoro nelle tendenze, e penso che sia morto, invece ha solo aperto quella fogna di cloaca che si trova sotto il naso.;irrilevant
É sempre la stessa categoria Io non sono razzista ma.. Io non sono omofobo ma.. Io non sono fascista ma. Categoria topi di fogna;irrilevant
Domani sveglia 5.30 x andare a Varazze. Fogna di mare con 30.000 milanesi in 50m di spiaggia. Mai ho cosi desiderato di lavorar la domenica;irrilevant
In questa fogna continua di interventi tv sentire Gino Strada è una boccata d'ossigeno.;irrilevant
#Retake è nato dall'indignazione di #Roma ridotta ad 1 fogna. La denuncia è sacrosanta quando porta all'azione! @romafaschifo @bettape;irrilevant
Che fogna l'Italia di Santoro, questa sera ha superato l'inimmaginabile;irrilevant
 #sedutafiume si trasforma in #sedutarivolo che puzza di fogna. #controriformaCostituzione. #Renzi: tireremo drittopic.twitter.com/UdnGOnMZmW;irrilevant
Si fanno scortare da antisommosa, blindano le fermate dei vaporetti,di nascosto come i topi di fogna. #venezia è #antifa.nessuno spazio a #fn;irrilevant
 @Freegolor: ...La fogna continua..... #GALANterie #NeverMose @carlucci_cc @chryduca @sevenseasmarina @andrea_gazza https://twitter.com/Freegolor/status/526812842599919616/photo/1pic.twitter.com/LHfHfoheMV ;irrilevant
Juventino carogna il tuo posto è la fogna.;irrilevant
#volemosebeneM5S Questo é l'attacco più gentile alla Boldrini. Il resto é fogna sessista. pic.twitter.com/VDO3G9MIGa;irrilevant
Toh c' è di nuovo il TOPO DI FOGNA FAVIA!!!!!! #Lariachetira;irrilevant
Romania gettata in una fogna profonda sei metri!!! pic.twitter.com/5vwPZ1ehTD;irrilevant
'noi di twitter fra vent'anni' 'amore, come lo chiamiamo?' 'niall' 'niall? ma che nome è?' 'chiudi quella fogna. si chiamerà niall.';irrilevant
@fabiofogna Si si... Proprio io... Perché Crazy Fogna NON MOLLA MAIIII!!! VAMOOOSSS CRACKKK!!!! pic.twitter.com/1ZNe0yvRmh;irrilevant
DEBORAH TAPPATI QUELLA MINCHIA DI FOGNA. #Amici13;irrilevant
@fabiofogna Forza Fogna N M M !!! pic.twitter.com/Toi8m8RDkX;irrilevant
#bersanimuori e' l'hastag dei miserabili topi di fogna , caro @beppe_grillo;irrilevant
Per non parlare di a Frenkie topo di fogna;irrilevant
i topi della fogna sotto casa >>>>>>>>>>>> carlotta ferlito;irrilevant
Che fogna!Nel giro di 1 ora mi sono mangiata 1 pezzo di pizza ai wurstel, il gelato, un pezzo di pane e panelle e ora aperitivo+stuzzichini;irrilevant
ITALIANI SVEGLIATEVI SPEGNETE QUESTA FOGNA DI TELEVISIONE SPAZZATURA. LORO LITIGANO E LA GENTE SOFFRE SONO TUTTI COLLUSI GIORNALAI INCLUSI;irrilevant
Tappati quella fogna;irrilevant
#Conte chiudi quella fogna.;irrilevant
#Abete il topo di fogna che si dichiara tifoso della #Juve... il grande Pirandello ne avrebbe ricavato una novella memorabile.;irrilevant
#Abete dentro lo #JuventusStadium è come un topo di fogna nel piatto del caviale;irrilevant
Senti che puzza, peggio dei tombini stanno parlando #salvini e #gentilini le loro bocche sanno di fogna degli italiani veri sono la vergogna;irrilevant
Essere alla partita dell'Italia e sentire intonare e la Lazio merda fogna de sta città non ha prezzo! #italiaargentina #laziomerda;irrilevant
Lo Passo, Conversano, CHIUDETE QUELLA FOGNA CHE CHIAMATE BOCCA E FATEVE I CAZZI VOSTRA! #monnezza;irrilevant
'la canzone grida larry' 'è dedicata a louis' CHIEDETEVI QUELLA FOGNA E GODETEVI LA VOCE ROCA E PERFETTA DI HARRY, MINCHIA.;irrilevant
Caro mio la spesa pubblica tagliamola dal lato della fogna e non da quella del wellfare #ultimaparola;irrilevant
Quando alcune ragazze aprono quella fogna che si ritrovano al posto della bocca mi fanno pentire di appartenere al loro stesso sesso.;irrilevant
Uffffffff #vigliadidormire.... Ma proprio non ci si riesce uffffffff x fortuna che c'è il doppio di Fogna-Bolelli!!;irrilevant
Colore del cielo di #Alessandria: 1 kg di peli di coda di topo, 2 etti di cenere di sigaretta, 2 parti di spurgo di fogna. Mescolare bene.;irrilevant
Appartiene a chi parla troppo. Tu. Parli troppo. Tu parli troppo,tappati quella cazzo di fogna che ti ritrovi al posto della bocca.;irrilevant
Seguimi e ti seguo. Se no caghi in una fogna con ratti lol ahshah #rt;irrilevant
FOGNA DE STA CITTÀ #laziomerda;irrilevant
Bellezza, carogna, ritorna nella fogna!!! #buonagiornata @chiara_maero;irrilevant
#SanremoNews Sanremo: fogna al Rondò, un fusto d’olio all’origine del guasto. L'assessore Fera “Inciviltà di alcuni... http://dlvr.it/1XFrKW ;irrilevant
Ma l'odore di fogna al #designsupermarket della #rinascente? Vuol diventare l'anti Abercrombie?;irrilevant
“@Fabio_Fogna: Domani ora 15h debutto contro Krajinovic.Partita dura ma con tanta voglia di iniziare a far bene!!!FORZA FOGNA” forza!!;irrilevant
nel rimedio del 2dipicche a entourage fogna mai direscegliete voi #€€€ (@ Tarabaralla Restaurant) http://4sq.com/Ayy2da ;irrilevant
Pochi giorni senza fontana ed è già una fogna. @ Fontana di Piazza Napoli http://instagr.am/p/IM--s2tSwM/ ;irrilevant
@giovannacolosim ah beh il bagno in 1 classe sui frecciarossa mi sembra una fogna a cielo aperto!! #trenitalialadrona #;irrilevant
Cappuccino e fuori un'alba limpida e gelida, peccato per quel vago aroma di fogna che sempre aleggia indisturbato. http://4sq.com/sGocrn ;irrilevant
Non parlarmi cosi vicino per evitare che gli altri sentano. Specialmente se ti sei appena svegliato, caro collega del fogna profumante.;irrilevant
A #Ferrara è scoppiata una fogna in corso giovecca,improvvisamente è come stare al lago di Varese (per il colore dell'acqua..);structural
Che puzza di fogna D: (@ Civiform - Centro Formazione Professionale Cividale) http://4sq.com/nti1wo ;irrilevant
E la Roma merda e la Roma merda e la roma merda fogna de sta città;irrilevant
Sembra tutto un gioco certe volte, forse perchè alcune persone sottovalutano le parole che fanno uscire da quella fogna di cervello!;irrilevant
Io i 6€ di tassa di soggiorno li ho dati, quindi posso fare reclamo a @matteorenzi per la puzza di fogna che mi soffoca da due giorni?;irrilevant
Su telenorba scorrono immagini del pertusillo con pesci morti e scarichi di fogna ventennali. Acquedotto e ARPAB dicono di bere tranquilli.;irrilevant
